id	legalName	ateco	region	description
468	ENEL ENERGIA S.P.A.	35	Lazio	L'azienda opera nel settore della compravendita di energia elettrica e gas naturale, realizzando processi di fornitura e gestione di contratti per clienti residenziali, commerciali e pubblici. L'attività comprende la negoziazione di vettori energetici, l'esecuzione di operazioni di acquisto e vendita di energia elettrica tramite adesione a bandi di gara, la strutturazione della filiera gas ed elettrica e l'implementazione di impianti di generazione distribuita a fonti termiche e rinnovabili. L'azienda esegue attività di progettazione, installazione e manutenzione di infrastrutture per la mobilità elettrica, integrando soluzioni per la gestione e l'ottimizzazione dei consumi energetici e per la fornitura di prestazioni connesse alla compravendita di energia e gas naturale.
469	PFIZER ITALIA S.R.L.	21	Lazio	L'azienda opera nella fabbricazione di medicinali ed altri preparati farmaceutici impiegando processi quali granulazione, essiccamento, miscelazione, compressione, filmatura, riempimento capsule e confezionamento. L'attività produttiva comprende lo sviluppo e la produzione di molecole destinate a specifiche aree terapeutiche, con particolare riferimento a condizioni infettive, cardiovascolari, oncologiche e autoimmuni. L'azienda eroga prodotti farmaceutici compresi preparati solidi orali, medicinali biologici e biosimilari, realizzati mediante l'impiego di tecnologie di sintesi molecolare e formulazioni farmacotecniche finalizzate alla fornitura a enti pubblici e a strutture sanitarie. La partecipazione a procedure di gara per la fornitura di prodotti farmaceutici si inserisce nell'ambito di un'attività produttiva orientata alla realizzazione di soluzioni terapeutiche specifiche.
470	ALDIA COOPERATIVA SOCIALE - SOCIETA' COOPERATIVA, IN BREVE ALDIA COOPERATIVA SOCIALE	88	Lombardia	L'azienda opera nella progettazione, realizzazione e gestione di attività socio-assistenziali e educative non residenziali. Le operazioni comprendono l'erogazione di assistenza domiciliare e di servizi socio-educativi rivolti ad anziani, disabili, minori e famiglie in difficoltà. L'attività include la gestione e l'organizzazione di strutture per l'infanzia, quali nidi d'infanzia, scuole dell'infanzia e scuole primarie, integrando servizi di mensa scolastica, bidelleria, scuolabus e supporto didattico. Vengono inoltre fornite attività di progettazione e realizzazione di interventi ambulatoriali, sociali e di prevenzione dell'emarginazione, unitamente a operazioni di manutenzione di aree verdi e servizi di igiene ambientale, compresa l'attività di impresa di pulizie. Le attività si svolgono mediante il ricorso a personale specializzato, includendo soci lavoratori, dipendenti e liberi professionisti, con l'erogazione dei servizi sia in regime domiciliare sia presso strutture a gestione completa.
471	A. AGRATI S.P.A.	25	Lombardia	L'azienda gestisce officine meccaniche specializzate nella lavorazione dell'acciaio e dei metalli per la fabbricazione di articoli di bulloneria, comprendenti viterie, minuterie metalliche, catene, molle e prodotti da filo metallico. Le operazioni produttive includono stampaggio a caldo e a freddo, usinaggio, trattamenti termici e superficiali, nonché la selezione, il confezionamento e la spedizione di componenti ad alta resistenza.
472	SANOFI S.R.L.	21	Lombardia	L'azienda esegue operazioni di produzione, confezionamento, lavorazione e commercializzazione di prodotti chimico-farmaceutici. L'attività principale riguarda la fabbricazione di medicinali e preparati farmaceutici, realizzati mediante processi industriali che comprendono pesatura, granulazione, essiccazione, miscelazione, compressione, rivestimento e incapsulamento in capsule di gelatina. Vengono prodotte formulazioni a base di principi attivi ed eccipienti per preparati solidi orali e soluzioni per infusione. Le operazioni includono la realizzazione di dispositivi medici per il monitoraggio della glicemia e la fornitura di lotti terapeutici pubblicizzati mediante gare, oltre alla conduzione di studi clinici e osservazionali relativi a prodotti farmaceutici, vaccini, dispositivi medici e integratori.
473	IHC ITALIAN HOSPITALITY COLLECTION S.P.A.	55	Lombardia	L'impresa opera nella gestione di strutture ricettive, focalizzandosi su alberghi, centri benessere e resort. Le attività comprendono la gestione integrata di sistemi di alloggio, ristorazione e spazi congressuali, comprendendo sale meeting e impianti per eventi. L'azienda eroga servizi di organizzazione eventi con allestimento di sale meeting, catering e coffee break, e realizza interventi infrastrutturali relativi a demolizioni e ristrutturazioni di sovrastrutture, inclusa l'adozione di tecnologie di calibrazione per strumenti impiegati in impianti termali e contesti congressuali. Le operazioni si sviluppano in ambiti B2B e B2C.
474	MARCEGAGLIA SPECIALTIES S.P.A.	24	Lombardia	L'azienda si occupa della trasformazione di acciai inossidabili attraverso processi di saldatura ed elettrosaldata, concentrandosi sulla produzione di tubi saldati e tubi refrigerazione saldati. Le lavorazioni tecniche comprendono l'uso di tecnologie elettrosaldate al laser e ad induzione ad alta frequenza senza materiale d'apporto, l'esecuzione di operazioni di laminazione a caldo e a freddo, e la realizzazione di barre trafilate, profilati a freddo, prodotti piani, coils e lamiere. Ulteriori processi includono pelatura, rullatura, rettifica, decapaggio, spazzolatura e satinatura, specificati per ottenere caratteristiche dimensionali e superficiali precise nel settore metallurgico e siderurgico.
475	ACCIAI SPECIALI TERNI S.P.A.	24	Umbria	L'azienda opera nel settore siderurgico con processi integrati che comprendono la fusione di rottami metallici e materie prime, l'affinamento in convertitori, la colata in bramme e la laminazione a caldo e a freddo. Il ciclo produttivo include il taglio di lamiere, bobine e fogli in acciaio inossidabile, il preverniciatura e i trattamenti termici e superficiali, nonché la saldatura di tubi mediante processi TIG, Laser e Alta Frequenza. Vengono realizzati laminati piani in acciaio inossidabile, tubi elettrosaldati longitudinalmente, prodotti fucinati conformati a disegno e acciai destinati alla produzione di utensili a caldo. L'integrazione dei processi industriali è affiancata dallo sviluppo, dall'analisi, dall'installazione e dalla manutenzione di sistemi informativi gestionali interni. Ulteriori attività comprendono operazioni di collaudo dei prodotti siderurgici e la gestione della discarica di rifiuti pericolosi e non, in ambito del polo siderurgico.
476	"""COSTA CROCIERE S.P.A."""	50	Liguria	L'azienda opera nel comparto navale eseguendo la compravendita di imbarcazioni e conducendo operazioni di trasformazione strutturale oltre a interventi di manutenzione ordinaria e straordinaria. L'attività comprende l'esecuzione di lavori di aggiornamento impiantistico e di ristrutturazione delle strutture navali, nonché il noleggio a scafo nudo delle imbarcazioni. Sono inoltre realizzate operazioni di somministrazione di alimenti e bevande a bordo delle navi impiegate nel trasporto passeggeri in ambito crocieristico, corredate da specifiche attività di logistica e infrastrutture marittime.
477	SALUMIFICI GRANTERRE S.P.A.	10	Emilia-Romagna	L'azienda opera nella trasformazione della materia prima in prodotti a base di carne attraverso fasi quali macinazione, impasto, insacco, salagione, riposo, affumicatura, stagionatura, cottura, pastorizzazione, affettamento, grattuggiatura, porzionatura e confezionamento. L'attività si articola nella produzione di salumi, insaccati, prosciutti cotti e crudi, semilavorati e prodotti precotti, nonché nella gestione di piattaforme logistiche dedicate al ricevimento, stoccaggio, conservazione, allestimento e spedizione dei prodotti. Inoltre, vengono eseguite lavorazioni di formaggi mediante affettamento, grattuggiatura e porzionatura.
478	AMSA AZIENDA MILANESE SERVIZI AMBIENTALI SPA IN FORMA ABBREVIATA AMSA SPA	38	Lombardia	L'azienda opera nel settore dell'autotrasporto di merci per conto terzi con automezzi aventi massa complessiva a pieno carico superiore a 1,5 tonnellate e nella gestione del ciclo integrato dei rifiuti solidi urbani non pericolosi. L'attività comprende la raccolta, il trasporto, la differenziazione, il recupero e lo smaltimento dei rifiuti urbani, nonché l'impiego di piattaforme per la raccolta delle frazioni e l'esercizio di impianti per il trattamento e il recupero dei materiali. Si gestiscono inoltre rimesse e officine per la manutenzione degli automezzi e vengono forniti interventi di igiene urbana, come il lavaggio e lo spazzamento delle strade e la pulizia delle aree pubbliche, supportati da operazioni di trasporto e smaltimento.
479	SUPERMERCATI TOSANO CEREA S.R.L.	47	Veneto	L'azienda opera nella grande distribuzione alimentare attraverso una rete di esercizi di commercio al dettaglio non specializzato con prevalenza alimentare. L'attività principale comprende la vendita al dettaglio di prodotti alimentari, inclusi prodotti freschi e confezionati nei reparti macelleria, pescheria, ortofrutta, latticini e surgelati. L'assortimento si estende a categorie trasversali quali prodotti per la cura personale e della casa, articoli per animali e prodotti per diete speciali, compresi quelli senza glutine, biologici, vegetariani e vegani. L'azienda dispone di sistemi di gestione informatizzata per il controllo dei fornitori e dello stock e integra, all'interno dei punti vendita, reparti accessori quali edicole, tabaccherie, distributori di carburanti e autolavaggi. L'impresa ha inoltre partecipato a procedure di gara per l'acquisto e la fornitura di generi alimentari e alimenti dietetici, evidenziando l'impiego di moduli sistemici per la gestione delle forniture in contesti istituzionali.
480	H & M HENNES & MAURITZ S.R.L.	47	Lombardia	L'azienda opera nel commercio al dettaglio specializzato di prodotti d'abbigliamento, includendo capi per uomo, donna e bambino, calzature, accessori moda, biancheria e cosmetici. L'offerta è segmentata in categorie tecniche quali abbigliamento casual, formale e sportivo, con linee destinate a diverse fasce d'età. L'attività prevede l'integrazione di canali on line e di vendita diretta, nonché la fornitura di abbigliamento specificato in appalti pubblici, comprendente anche divise e uniformi civili per personale istituzionale e reparti sanitari.
481	DEDA NEXT S.R.L.	62	Trentino-Alto Adige/Südtirol	L'azienda opera nella produzione di software non connesso all'edizione e nella fornitura di soluzioni informatiche basate su sviluppo, analisi, progettazione, fornitura, manutenzione e implementazione di applicativi in modalità cloud. L'attività comprende l'integrazione di sistemi informativi gestionali, piattaforme SaaS, application management, business process outsourcing e gestione di infrastrutture IT mediante supporto tecnico e help desk. Le soluzioni tecniche si applicano alla digitalizzazione degli enti pubblici e a settori specifici come i sistemi informativi sanitari, la gestione dei dati e l'implementazione di strumenti per la system integration.
